n,s,t,tau,fw_obj,fw_runtime,spectral_bound_val
63,20,1,0.018277792970367364,1.1561519485284406,0.0191476,0.4299682037206889
63,20,1,0.018598456004935215,1.1542327992416446,0.0193654,0.42996820372068834
63,20,1,0.018919119039503062,1.1523099597376507,0.0194603,0.42996820372068834
63,20,1,0.01923978207407091,1.1503834157977193,0.0198553,0.4299682037206888
63,20,1,0.01956044510863876,1.1484531531207727,0.0203734,0.42996820372068845
63,20,1,0.019881108143206608,1.1465191573227587,0.0301988,0.4299682037206889
63,20,1,0.020201771177774455,1.1445814139360058,0.0323233,0.42996820372068906
63,20,1,0.020522434212342306,1.1426399084085783,0.0219936,0.4299682037206886
63,20,1,0.020843097246910153,1.140694626103614,0.0198013,0.4299682037206888
63,20,1,0.021163760281478,1.1387455522986685,0.0204811,0.4299682037206889
63,20,1,0.02148442331604585,1.136792672185042,0.0182561,0.4299682037206889
63,20,1,0.0218050863506137,1.134835970867106,0.0196999,0.4299682037206888
63,20,1,0.022125749385181546,1.1328754333616238,0.0180677,0.4299682037206895
63,20,1,0.022446412419749397,1.1309110445970567,0.0199195,0.4299682037206886
63,20,1,0.022767075454317245,1.128942789412874,0.0186774,0.42996820372068845
63,20,1,0.023087738488885092,1.1269706525588494,0.0181032,0.4299682037206889
63,20,1,0.023408401523452943,1.1249946186943498,0.0204832,0.4299682037206886
63,20,1,0.02372906455802079,1.1230146723876222,0.0191506,0.4299682037206888
63,20,1,0.024049727592588638,1.1210307981150707,0.0196881,0.42996820372068817
63,20,1,0.02437039062715649,1.1190429802605228,0.0189216,0.4299682037206888
63,20,1,0.024691053661724336,1.1170512031144952,0.0189965,0.4299682037206886
63,20,1,0.025011716696292183,1.1150554508734483,0.0306669,0.42996820372068834
63,20,1,0.025332379730860034,1.1130557076390322,0.0219612,0.4299682037206888
63,20,1,0.02565304276542788,1.1111260908204956,0.020154,0.42996820372068917
63,20,1,0.02597370579999573,1.1091184665083056,0.0205468,0.4299682037206886
63,20,1,0.02629436883456358,1.1071068035312557,0.0330581,0.4299682037206886
63,20,1,0.026615031869131427,1.1050910856077167,0.0216146,0.42996820372068917
63,20,1,0.026935694903699275,1.1030712963574023,0.0239461,0.4299682037206886
63,20,1,0.027256357938267122,1.1010474193005726,0.0287431,0.4299682037206889
63,20,1,0.027577020972834973,1.0990194378572242,0.0199148,0.42996820372068834
63,20,1,0.02789768400740282,1.0969873353462765,0.0206554,0.42996820372068906
63,20,1,0.028218347041970668,1.0949510949847514,0.0207976,0.4299682037206895
63,20,1,0.02853901007653852,1.0929106998869356,0.0198525,0.42996820372068906
63,20,1,0.028859673111106366,1.090866133063546,0.0319114,0.42996820372068906
63,20,1,0.029180336145674213,1.0888173774208785,0.0239645,0.42996820372068917
63,20,1,0.029500999180242064,1.0867644157599492,0.0197137,0.42996820372068845
63,20,1,0.02982166221480991,1.0847072307756314,0.0203879,0.4299682037206886
63,20,1,0.03014232524937776,1.0826458050557777,0.0199658,0.4299682037206888
63,20,1,0.03046298828394561,1.0805801210803374,0.0199904,0.4299682037206889
63,20,1,0.030783651318513457,1.078510161220461,0.0195968,0.42996820372068906
63,20,1,0.031104314353081305,1.0764359077375998,0.0278909,0.4299682037206888
63,20,1,0.031424977387649156,1.0743573427825917,0.0249662,0.4299682037206888
63,20,1,0.031745640422217,1.0722744483947424,0.0318893,0.42996820372068845
63,20,5,0.0,-1.8114836646824715,0.0712379,-3.2213915142571183
63,20,5,0.00032066303456784853,-1.8189239902427816,0.0473478,-3.221391514257115
63,20,5,0.0006413260691356971,-1.826453784176678,0.0397797,-3.22139151425712
63,20,5,0.0009619891037035455,-1.8339219602134968,0.041099,-3.2213915142571157
63,20,5,0.0012826521382713941,-1.841440909538223,0.0793053,-3.2213915142571143
63,20,5,0.0016033151728392426,-1.8490126244486293,0.0705889,-3.2213915142571183
63,20,5,0.001923978207407091,-1.8565222715004475,0.0433667,-3.221391514257128
63,20,5,0.0022446412419749396,-1.8640833210491197,0.0553792,-3.2213915142571183
63,20,5,0.0025653042765427883,-1.8716597192752364,0.0452171,-3.221391514257116
63,20,5,0.0028859673111106365,-1.8792487041492778,0.0382035,-3.221391514257113
63,20,5,0.003206630345678485,-1.8868532627036558,0.0431796,-3.22139151425712
63,20,5,0.0035272933802463335,-1.8944707991082133,0.050037,-3.2213915142571166
63,20,5,0.003847956414814182,-1.9021033159780434,0.0697998,-3.221391514257117
63,20,5,0.004168619449382031,-1.9097502148895658,0.0410546,-3.2213915142571135
63,20,5,0.004489282483949879,-1.917411183574023,0.0645156,-3.2213915142571192
63,20,5,0.004809945518517727,-1.9250875527644475,0.057496,-3.221391514257122
63,20,5,0.0051306085530855765,-1.9327771134561318,0.0405189,-3.22139151425712
63,20,5,0.005451271587653425,-1.940481840136081,0.053199,-3.2213915142571157
63,20,5,0.005771934622221273,-1.948201808459028,0.052954,-3.2213915142571135
63,20,5,0.006092597656789122,-1.9559352594359511,0.0531267,-3.221391514257118
63,20,5,0.00641326069135697,-1.963647378482008,0.052913,-3.22139151425712
63,20,5,0.006733923725924819,-1.9714477662001864,0.0511374,-3.2213915142571157
63,20,5,0.007054586760492667,-1.9791895413149714,0.0634329,-3.2213915142571183
63,20,5,0.007375249795060516,-1.987019672008821,0.0542409,-3.2213915142571183
63,20,5,0.007695912829628364,-1.9948278933736072,0.0573436,-3.221391514257122
63,20,5,0.008016575864196213,-2.002614211595978,0.0442249,-3.2213915142571183
63,20,5,0.008337238898764062,-2.010489643100767,0.0384383,-3.221391514257123
63,20,5,0.008657901933331909,-2.018306164417528,0.0659445,-3.2213915142571192
63,20,5,0.008978564967899758,-2.0262120814948945,0.0538457,-3.2213915142571197
63,20,5,0.009299228002467607,-2.034059153426745,0.0428781,-3.221391514257116
63,20,5,0.009619891037035455,-2.0419582031613226,0.05272,-3.221391514257112
63,20,5,0.009940554071603304,-2.049910182207366,0.040954,-3.221391514257119
63,20,5,0.010261217106171153,-2.057803007389447,0.0516611,-3.22139151425712
63,20,5,0.010581880140739,-2.065786032744083,0.046369,-3.2213915142571157
63,20,5,0.01090254317530685,-2.073709900898747,0.0481906,-3.221391514257118
63,20,5,0.011223206209874699,-2.081686789663609,0.0422577,-3.22139151425712
63,20,5,0.011543869244442546,-2.0896794808851498,0.0531595,-3.221391514257121
63,20,5,0.011864532279010395,-2.0976874382769766,0.0706662,-3.2213915142571192
63,20,5,0.012185195313578244,-2.1057116785721686,0.0439187,-3.2213915142571232
63,20,5,0.012505858348146092,-2.113751392409929,0.0544808,-3.2213915142571166
63,20,5,0.01282652138271394,-2.1218449395566865,0.040405,-3.2213915142571223
63,20,5,0.01314718441728179,-2.1298790615346435,0.070073,-3.2213915142571174
63,20,5,0.013467847451849637,-2.1379673691520047,0.0550447,-3.22139151425712
63,20,5,0.013788510486417487,-2.1460710297472088,0.0403517,-3.2213915142571157
63,20,5,0.014109173520985334,-2.154191493170489,0.0411229,-3.221391514257122
63,20,5,0.014429836555553183,-2.1623278176160112,0.0684933,-3.2213915142571192
63,20,5,0.014750499590121032,-2.170480676023776,0.0580045,-3.2213915142571192
63,20,5,0.01507116262468888,-2.178649799119179,0.0406623,-3.2213915142571237
63,20,5,0.015391825659256729,-2.186835294831925,0.0406244,-3.2213915142571166
63,20,5,0.015712488693824578,-2.1950013705062057,0.0680935,-3.2213915142571174
63,20,5,0.016033151728392425,-2.2032560861249433,0.043616,-3.221391514257112
63,20,5,0.016353814762960273,-2.2114553863266755,0.0543623,-3.22139151425712
63,20,5,0.016674477797528123,-2.219743518589069,0.0454347,-3.2213915142571183
63,20,5,0.01699514083209597,-2.2280128814687425,0.0676652,-3.221391514257114
63,20,5,0.017315803866663818,-2.236298082928583,0.0420374,-3.22139151425712
63,20,5,0.01763646690123167,-2.244564402354297,0.0497963,-3.2213915142571166
63,20,5,0.017957129935799516,-2.252884375702421,0.0462334,-3.2213915142571152
63,20,5,0.018277792970367364,-2.261257071997229,0.0403602,-3.221391514257114
63,20,5,0.018598456004935215,-2.2695745402280534,0.0593401,-3.2213915142571246
63,20,5,0.018919119039503062,-2.2779818516509427,0.0559017,-3.221391514257122
63,20,5,0.01923978207407091,-2.286333723065613,0.0622363,-3.221391514257112
63,20,5,0.01956044510863876,-2.294775785054296,0.0395916,-3.221391514257115
63,20,5,0.019881108143206608,-2.303162433990396,0.073577,-3.221391514257116
63,20,5,0.020201771177774455,-2.311639263892371,0.0637077,-3.221391514257119
63,20,5,0.020522434212342306,-2.3200607788316177,0.0630363,-3.2213915142571214
63,20,5,0.020843097246910153,-2.328573127325577,0.039639,-3.2213915142571174
63,20,5,0.021163760281478,-2.3370316009580803,0.0403634,-3.2213915142571174
63,20,5,0.02148442331604585,-2.345540519431165,0.0523876,-3.221391514257122
63,20,5,0.0218050863506137,-2.354069560305032,0.0572724,-3.221391514257114
63,20,5,0.022125749385181546,-2.3626130183341716,0.0553267,-3.2213915142571112
63,20,5,0.022446412419749397,-2.3711737450853954,0.0410152,-3.221391514257115
63,20,5,0.022767075454317245,-2.3797540936758605,0.0578065,-3.2213915142571166
63,20,5,0.023087738488885092,-2.3883539703374286,0.0557032,-3.221391514257122
63,20,5,0.023408401523452943,-2.396970164875186,0.0405306,-3.2213915142571166
63,20,5,0.02372906455802079,-2.4055668413993256,0.0556668,-3.2213915142571166
63,20,5,0.024049727592588638,-2.414251769464534,0.0689707,-3.2213915142571095
63,20,5,0.02437039062715649,-2.4228876440401765,0.0569595,-3.221391514257115
63,20,5,0.024691053661724336,-2.4315744712093954,0.0429505,-3.2213915142571135
63,20,5,0.025011716696292183,-2.4402808086006345,0.0554932,-3.2213915142571166
63,20,5,0.025332379730860034,-2.449003294523779,0.0706762,-3.2213915142571214
63,20,5,0.02565304276542788,-2.4577454668134595,0.0427611,-3.22139151425712
63,20,5,0.02597370579999573,-2.4665426395678476,0.0429721,-3.221391514257112
63,20,5,0.02629436883456358,-2.4753236026391816,0.0549876,-3.2213915142571192
63,20,5,0.026615031869131427,-2.484123985965055,0.0410704,-3.2213915142571174
63,20,5,0.026935694903699275,-2.492910695507577,0.0609018,-3.221391514257114
63,20,5,0.027256357938267122,-2.501748883146753,0.0485138,-3.2213915142571223
63,20,5,0.027577020972834973,-2.5106065533998745,0.0641257,-3.221391514257121
63,20,5,0.02789768400740282,-2.519484310071341,0.0431305,-3.2213915142571192
63,20,5,0.028218347041970668,-2.5283816377323554,0.0546913,-3.221391514257121
63,20,5,0.02853901007653852,-2.537335439954268,0.0426871,-3.221391514257123
63,20,5,0.028859673111106366,-2.5462051385362576,0.0655248,-3.221391514257122
63,20,5,0.029180336145674213,-2.5551615114339272,0.0682628,-3.221391514257121
63,20,5,0.029500999180242064,-2.5641736595610256,0.0551448,-3.2213915142571166
63,20,5,0.02982166221480991,-2.57316990677696,0.0428122,-3.2213915142571183
63,20,5,0.03014232524937776,-2.5821873923799212,0.0674067,-3.2213915142571174
63,20,5,0.03046298828394561,-2.5912251348700854,0.060483,-3.221391514257121
63,20,5,0.030783651318513457,-2.6002835631040337,0.0436999,-3.221391514257115
63,20,5,0.031104314353081305,-2.60933057337468,0.0545376,-3.221391514257114
63,20,5,0.031424977387649156,-2.618462941208653,0.0659563,-3.2213915142571174
63,20,5,0.031745640422217,-2.627582910635333,0.0474336,-3.221391514257115
63,20,10,0.0,-11.393450095104031,0.0613103,-11.656328929990392
63,20,10,0.00032066303456784853,-11.405298307841305,0.0622654,-11.656328929990405
63,20,10,0.0006413260691356971,-11.417268584922615,0.0550956,-11.656328929990403
63,20,10,0.0009619891037035455,-11.429157336504959,0.0724755,-11.656328929990401
63,20,10,0.0012826521382713941,-11.44093618726447,0.0603007,-11.656328929990407
63,20,10,0.0016033151728392426,-11.452924579868137,0.0581342,-11.656328929990407
63,20,10,0.001923978207407091,-11.46486332927877,0.0572281,-11.656328929990405
63,20,10,0.0022446412419749396,-11.476844377141813,0.0768579,-11.656328929990403
63,20,10,0.0025653042765427883,-11.488816908177006,0.0879086,-11.656328929990405
63,20,10,0.0028859673111106365,-11.500772907754062,0.0595345,-11.656328929990401
63,20,10,0.003206630345678485,-11.512809793548469,0.0813773,-11.656328929990414
63,20,10,0.0035272933802463335,-11.524831111549071,0.0714375,-11.656328929990403
63,20,10,0.003847956414814182,-11.536823049817881,0.0741091,-11.656328929990408
63,20,10,0.004168619449382031,-11.548882506141503,0.0731266,-11.656328929990403
63,20,10,0.004489282483949879,-11.560931599162142,0.0785196,-11.656328929990401
63,20,10,0.004809945518517727,-11.573216777483585,0.0735425,-11.656328929990412
63,20,10,0.0051306085530855765,-11.585085928374312,0.0651268,-11.6563289299904
63,20,10,0.005451271587653425,-11.597347785773607,0.0713058,-11.656328929990405
63,20,10,0.005771934622221273,-11.609385337946714,0.0766862,-11.656328929990401
63,20,10,0.006092597656789122,-11.6216132944751,0.0613435,-11.656328929990398
63,20,10,0.00641326069135697,-11.63376950047315,0.0619751,-11.656328929990408
63,20,10,0.006733923725924819,-11.645958704135662,0.0790486,-11.656328929990408
63,20,10,0.007054586760492667,-11.658208653398999,0.0908597,-11.656328929990401
63,20,10,0.007375249795060516,-11.670501664413564,0.0737832,-11.656328929990401
63,20,10,0.007695912829628364,-11.6827253985078,0.0624074,-11.656328929990408
63,20,10,0.008016575864196213,-11.695112412879803,0.0880113,-11.656328929990392
63,20,10,0.008337238898764062,-11.70731635795967,0.0728091,-11.656328929990408
63,20,10,0.008657901933331909,-11.719627142226848,0.0743411,-11.656328929990405
63,20,10,0.008978564967899758,-11.732032251411104,0.0700035,-11.656328929990405
63,20,10,0.009299228002467607,-11.744279080269376,0.0941078,-11.656328929990403
63,20,10,0.009619891037035455,-11.75669555882819,0.0606206,-11.656328929990408
63,20,10,0.009940554071603304,-11.769159522003099,0.0689528,-11.65632892999041
63,20,10,0.010261217106171153,-11.781506856521686,0.0584841,-11.656328929990401
63,20,10,0.010581880140739,-11.793878149034246,0.0732508,-11.656328929990407
63,20,10,0.01090254317530685,-11.806394323573251,0.0605664,-11.6563289299904
63,20,10,0.011223206209874699,-11.81876870629716,0.1126428,-11.656328929990414
63,20,10,0.011543869244442546,-11.83131823921704,0.1254617,-11.656328929990408
63,20,10,0.011864532279010395,-11.843875798751192,0.361445,-11.656328929990401
63,20,10,0.012185195313578244,-11.856235762674864,0.0891284,-11.656328929990401
63,20,10,0.012505858348146092,-11.869022444058746,0.0728833,-11.656328929990394
63,20,10,0.01282652138271394,-11.88144708854632,0.0567695,-11.656328929990405
63,20,10,0.01314718441728179,-11.89390355076776,0.1164459,-11.656328929990408
63,20,10,0.013467847451849637,-11.906515893042648,0.0916668,-11.656328929990396
63,20,10,0.013788510486417487,-11.919127200943075,0.0908346,-11.656328929990407
63,20,10,0.014109173520985334,-11.931780860345226,0.070656,-11.656328929990405
63,20,10,0.014429836555553183,-11.944428930541635,0.1019683,-11.656328929990403
63,20,10,0.014750499590121032,-11.957152073149098,0.0709449,-11.656328929990401
63,20,10,0.01507116262468888,-11.969761485022355,0.088041,-11.65632892999041
63,20,10,0.015391825659256729,-11.982432428138196,0.078258,-11.656328929990412
63,20,10,0.015712488693824578,-11.995311408813555,0.0640279,-11.656328929990401
63,20,10,0.016033151728392425,-12.007972855460423,0.0814733,-11.656328929990414
63,20,10,0.016353814762960273,-12.02071442807114,0.0860389,-11.656328929990407
63,20,10,0.016674477797528123,-12.033547218368017,0.0624071,-11.656328929990398
63,20,10,0.01699514083209597,-12.046307911220147,0.0722985,-11.656328929990405
63,20,10,0.017315803866663818,-12.059083147163735,0.0946161,-11.656328929990401
63,20,10,0.01763646690123167,-12.072050012146143,0.0942518,-11.6563289299904
63,20,10,0.017957129935799516,-12.084838876159663,0.0659685,-11.656328929990407
63,20,10,0.018277792970367364,-12.097700461295691,0.0777108,-11.656328929990405
63,20,10,0.018598456004935215,-12.110582290930793,0.0792248,-11.656328929990403
63,20,10,0.018919119039503062,-12.123525469374373,0.0807505,-11.656328929990403
63,20,10,0.01923978207407091,-12.136559919350884,0.0759326,-11.656328929990407
63,20,10,0.01956044510863876,-12.149617032495225,0.0582701,-11.656328929990403
63,20,10,0.019881108143206608,-12.1624859738801,0.0628337,-11.656328929990407
63,20,10,0.020201771177774455,-12.17552773869538,0.1114588,-11.656328929990403
63,20,10,0.020522434212342306,-12.188544170313603,0.0852838,-11.656328929990396
63,20,10,0.020843097246910153,-12.20159274500009,0.0638299,-11.656328929990408
63,20,10,0.021163760281478,-12.214808752097058,0.0841052,-11.656328929990401
63,20,10,0.02148442331604585,-12.227771820827389,0.0936915,-11.65632892999041
63,20,10,0.0218050863506137,-12.240871649576345,0.0651704,-11.656328929990407
63,20,10,0.022125749385181546,-12.254057862628004,0.0889205,-11.656328929990405
63,20,10,0.022446412419749397,-12.267274897466537,0.0584658,-11.656328929990405
63,20,10,0.022767075454317245,-12.280283587114521,0.0794289,-11.656328929990405
63,20,10,0.023087738488885092,-12.29357952971418,0.0898083,-11.656328929990401
63,20,10,0.023408401523452943,-12.306860607156954,0.0610476,-11.65632892999039
63,20,10,0.02372906455802079,-12.320172638976395,0.0720539,-11.656328929990401
63,20,10,0.024049727592588638,-12.333296715373702,0.1027285,-11.65632892999041
63,20,10,0.02437039062715649,-12.346773959049244,0.1082395,-11.656328929990396
63,20,10,0.024691053661724336,-12.360019940890428,0.0963916,-11.656328929990407
63,20,10,0.025011716696292183,-12.373315169463996,0.0625324,-11.656328929990408
63,20,10,0.025332379730860034,-12.386672714725067,0.062607,-11.656328929990416
63,20,10,0.02565304276542788,-12.400069282137494,0.0777028,-11.656328929990401
63,20,10,0.02597370579999573,-12.41357545877803,0.0697902,-11.656328929990407
63,20,10,0.02629436883456358,-12.426888497572628,0.0679002,-11.656328929990401
63,20,10,0.026615031869131427,-12.440401590678794,0.0811376,-11.656328929990403
63,20,10,0.026935694903699275,-12.45394687853497,0.0997307,-11.656328929990407
63,20,10,0.027256357938267122,-12.46739673092222,0.0890985,-11.656328929990407
63,20,10,0.027577020972834973,-12.480988585704067,0.0977429,-11.6563289299904
63,20,10,0.02789768400740282,-12.494607467563828,0.0963429,-11.656328929990401
63,20,10,0.028218347041970668,-12.508111699682958,0.0657104,-11.656328929990405
63,20,10,0.02853901007653852,-12.521787961655505,0.0972079,-11.656328929990412
63,20,10,0.028859673111106366,-12.535302095273853,0.1163178,-11.656328929990396
63,20,10,0.029180336145674213,-12.549009855949631,0.0700102,-11.656328929990403
63,20,10,0.029500999180242064,-12.562744365632529,0.0791699,-11.656328929990401
63,20,10,0.02982166221480991,-12.576401541041452,0.1039645,-11.656328929990401
63,20,10,0.03014232524937776,-12.590183501740118,0.1040474,-11.656328929990403
63,20,10,0.03046298828394561,-12.604040749568945,0.0829536,-11.656328929990412
63,20,10,0.030783651318513457,-12.617742471811855,0.0652375,-11.65632892999041
63,20,10,0.031104314353081305,-12.631666576704596,0.0613673,-11.656328929990401
63,20,10,0.031424977387649156,-12.645415901743277,0.063361,-11.6563289299904
63,20,10,0.031745640422217,-12.659267020903334,0.0791012,-11.656328929990412
63,20,15,0.0,-24.251834848138568,0.2293483,-21.841289542111987
63,20,15,0.00032066303456784853,-24.261967800543907,0.2367172,-21.841289542111987
63,20,15,0.0006413260691356971,-24.27212213417722,0.2356849,-21.841289542111976
63,20,15,0.0009619891037035455,-24.282249021134568,0.2457105,-21.841289542111994
63,20,15,0.0012826521382713941,-24.292457021338958,0.2446863,-21.841289542111994
63,20,15,0.0016033151728392426,-24.302627463921077,0.1883551,-21.841289542111987
63,20,15,0.001923978207407091,-24.31288313653101,0.1971298,-21.84128954211198
63,20,15,0.0022446412419749396,-24.323025608042656,0.1591258,-21.84128954211199
63,20,15,0.0025653042765427883,-24.333231388908384,0.1698555,-21.84128954211199
63,20,15,0.0028859673111106365,-24.34342891656999,0.2169918,-21.84128954211199
63,20,15,0.003206630345678485,-24.353680882342495,0.1715693,-21.841289542111987
63,20,15,0.0035272933802463335,-24.363856331119223,0.1949197,-21.84128954211199
63,20,15,0.003847956414814182,-24.374103309202614,0.188112,-21.841289542111998
63,20,15,0.004168619449382031,-24.384355172013002,0.2288473,-21.841289542111983
63,20,15,0.004489282483949879,-24.39465713931043,0.1636688,-21.841289542111976
63,20,15,0.004809945518517727,-24.404921975820645,0.1944959,-21.841289542111987
63,20,15,0.0051306085530855765,-24.415171741845537,0.2519069,-21.841289542112005
63,20,15,0.005451271587653425,-24.42554417360776,0.1644662,-21.84128954211198
63,20,15,0.005771934622221273,-24.435793573195845,0.1724982,-21.84128954211199
63,20,15,0.006092597656789122,-24.446110770129756,0.1604415,-21.841289542111987
63,20,15,0.00641326069135697,-24.45643357765237,0.1648956,-21.84128954211199
63,20,15,0.006733923725924819,-24.466801409504356,0.1864292,-21.841289542111987
63,20,15,0.007054586760492667,-24.47715250432637,0.142498,-21.841289542111994
63,20,15,0.007375249795060516,-24.487555437986586,0.1760384,-21.841289542111994
63,20,15,0.007695912829628364,-24.497859582349385,0.1537098,-21.841289542111983
63,20,15,0.008016575864196213,-24.508252502229837,0.162531,-21.841289542111994
63,20,15,0.008337238898764062,-24.518611249324515,0.2062151,-21.84128954211199
63,20,15,0.008657901933331909,-24.529054504549233,0.1391669,-21.841289542111994
63,20,15,0.008978564967899758,-24.539484562843626,0.1688611,-21.84128954211199
63,20,15,0.009299228002467607,-24.549918793700055,0.2019714,-21.841289542111983
63,20,15,0.009619891037035455,-24.560329593862235,0.1955166,-21.841289542111998
63,20,15,0.009940554071603304,-24.57091090689557,0.1275539,-21.841289542111994
63,20,15,0.010261217106171153,-24.58132242354553,0.1283365,-21.84128954211199
63,20,15,0.010581880140739,-24.59174401008729,0.1706589,-21.84128954211198
63,20,15,0.01090254317530685,-24.602311690021075,0.1179263,-21.841289542111998
63,20,15,0.011223206209874699,-24.612739408809567,0.1768155,-21.84128954211199
63,20,15,0.011543869244442546,-24.6232698087657,0.2258,-21.841289542111983
63,20,15,0.011864532279010395,-24.633793911435887,0.2383369,-21.841289542112005
63,20,15,0.012185195313578244,-24.644390522298295,0.1721558,-21.841289542111987
63,20,15,0.012505858348146092,-24.655007253276743,0.1791634,-21.84128954211199
63,20,15,0.01282652138271394,-24.6655164410736,0.1969955,-21.841289542111998
63,20,15,0.01314718441728179,-24.67612208275311,0.1493621,-21.84128954211199
63,20,15,0.013467847451849637,-24.686881351887656,0.1307364,-21.841289542111998
63,20,15,0.013788510486417487,-24.69736907479661,0.1753557,-21.84128954211199
63,20,15,0.014109173520985334,-24.70799811805026,0.1920877,-21.841289542111987
63,20,15,0.014429836555553183,-24.718662344688386,0.1780908,-21.841289542111987
63,20,15,0.014750499590121032,-24.729246981697607,0.2407657,-21.84128954211199
63,20,15,0.01507116262468888,-24.739922486462063,0.1952365,-21.841289542111987
63,20,15,0.015391825659256729,-24.750680003185707,0.1326209,-21.841289542111987
63,20,15,0.015712488693824578,-24.761383214645384,0.1411976,-21.841289542111998
63,20,15,0.016033151728392425,-24.77206045260329,0.167303,-21.841289542111983
63,20,15,0.016353814762960273,-24.782791457199924,0.1617046,-21.84128954211199
63,20,15,0.016674477797528123,-24.7935178051895,0.1630914,-21.841289542111994
63,20,15,0.01699514083209597,-24.80425926006576,0.1796344,-21.841289542112
63,20,15,0.017315803866663818,-24.815057162937393,0.1734083,-21.841289542111987
